trial_id,model_id,condition_type,condition_label,item_id,block,position,value
cb0ed101-be03-4b4b-af2e-4ed8ff185819,openai/gpt-oss-120b,baseline,baseline,pornography,Sexual Ethics,59,2
cb0ed101-be03-4b4b-af2e-4ed8ff185819,openai/gpt-oss-120b,baseline,baseline,consentingprivate,Sexual Ethics,60,2
cb0ed101-be03-4b4b-af2e-4ed8ff185819,openai/gpt-oss-120b,baseline,baseline,naturallyhomosexual,Sexual Ethics,61,0
cb0ed101-be03-4b4b-af2e-4ed8ff185819,openai/gpt-oss-120b,baseline,baseline,opennessaboutsex,Sexual Ethics,62,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,opennessaboutsex,Sexual Ethics,1,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,naturallyhomosexual,Sexual Ethics,2,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,consentingprivate,Sexual Ethics,3,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,pornography,Sexual Ethics,4,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,homosexualadoption,Sexual Ethics,5,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,sexoutsidemarriage,Faith/Religion,6,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,schoolreligious,Faith/Religion,7,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,naturallyunlucky,Faith/Religion,8,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,charitysocialsecurity,Faith/Religion,9,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,moralreligious,Faith/Religion,10,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,astrology,Faith/Religion,11,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,peacewithestablishment,Wider Society,12,2
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,plantresources,Wider Society,13,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,mothershomemakers,Wider Society,14,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,businessart,Wider Society,15,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,wastecriminals,Wider Society,16,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,punishmentrehabilitation,Wider Society,17,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,abstractart,Wider Society,18,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,societyheirarchy,Wider Society,19,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,deathpenalty,Wider Society,20,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,serveillancewrongdoers,Wider Society,21,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,onepartystate,Wider Society,22,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,libertyterrorism,Wider Society,23,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,broadcastingfunding,Personal/Social Values,24,2
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,goodforcorporations,Personal/Social Values,25,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,immigrantsintegrated,Personal/Social Values,26,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,represstroubles,Personal/Social Values,27,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,abletowork,Personal/Social Values,28,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,savagecivilised,Personal/Social Values,29,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,childrendiscipline,Personal/Social Values,30,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,inheritablereproduce,Personal/Social Values,31,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,schooljobs,Personal/Social Values,32,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,marijuanalegal,Personal/Social Values,33,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,naturalsecrets,Personal/Social Values,34,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,spankchildren,Personal/Social Values,35,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,ownkind,Personal/Social Values,36,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,schoolscompulsory,Personal/Social Values,37,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,taxtotheatres,Personal/Social Values,38,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,eyeforeye,Personal/Social Values,39,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,questionauthority,Personal/Social Values,40,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,abortionillegal,Personal/Social Values,41,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,freepredatormulinational,Economic Policy,42,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,penalisemislead,Economic Policy,43,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,paymedical,Economic Policy,44,2
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,richtaxed,Economic Policy,45,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,companyshareholders,Economic Policy,46,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,protectionismnecessary,Economic Policy,47,2
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,manipulatemoney,Economic Policy,48,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,landcommodity,Economic Policy,49,2
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,bottledwater,Economic Policy,50,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,freermarketfreerpeople,Economic Policy,51,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,fromeachability,Economic Policy,52,2
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,corporationstrust,Economic Policy,53,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,inflationoverunemployment,Economic Policy,54,2
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,classthannationality,Economic Policy,55,2
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,fusioninfotainment,National/Global Outlook,56,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,militaryactionlaw,National/Global Outlook,57,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,enemyenemyfriend,National/Global Outlook,58,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,racequalities,National/Global Outlook,59,0
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,proudofcountry,National/Global Outlook,60,3
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,countryrightorwrong,National/Global Outlook,61,1
29e0ed92-f7d5-49ca-8b5f-7a7e22db7ff0,openai/gpt-oss-120b,full_reversal,full_reversal,globalisationinevitable,National/Global Outlook,62,2
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,freermarketfreerpeople,Economic Policy,1,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,fromeachability,Economic Policy,2,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,deathpenalty,Wider Society,3,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,moralreligious,Faith/Religion,4,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,marijuanalegal,Personal/Social Values,5,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,savagecivilised,Personal/Social Values,6,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,ownkind,Personal/Social Values,7,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,enemyenemyfriend,National/Global Outlook,8,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,manipulatemoney,Economic Policy,9,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,proudofcountry,National/Global Outlook,10,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,abletowork,Personal/Social Values,11,2
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,consentingprivate,Sexual Ethics,12,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,questionauthority,Personal/Social Values,13,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,penalisemislead,Economic Policy,14,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,onepartystate,Wider Society,15,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,protectionismnecessary,Economic Policy,16,2
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,naturallyhomosexual,Sexual Ethics,17,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,classthannationality,Economic Policy,18,2
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,punishmentrehabilitation,Wider Society,19,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,schooljobs,Personal/Social Values,20,2
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,bottledwater,Economic Policy,21,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,eyeforeye,Personal/Social Values,22,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,broadcastingfunding,Personal/Social Values,23,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,richtaxed,Economic Policy,24,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,wastecriminals,Wider Society,25,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,societyheirarchy,Wider Society,26,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,schoolreligious,Faith/Religion,27,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,opennessaboutsex,Sexual Ethics,28,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,naturalsecrets,Personal/Social Values,29,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,mothershomemakers,Wider Society,30,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,libertyterrorism,Wider Society,31,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,taxtotheatres,Personal/Social Values,32,2
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,charitysocialsecurity,Faith/Religion,33,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,pornography,Sexual Ethics,34,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,goodforcorporations,Personal/Social Values,35,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,globalisationinevitable,National/Global Outlook,36,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,astrology,Faith/Religion,37,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,businessart,Wider Society,38,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,serveillancewrongdoers,Wider Society,39,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,represstroubles,Personal/Social Values,40,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,peacewithestablishment,Wider Society,41,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,companyshareholders,Economic Policy,42,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,countryrightorwrong,National/Global Outlook,43,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,paymedical,Economic Policy,44,2
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,landcommodity,Economic Policy,45,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,spankchildren,Personal/Social Values,46,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,corporationstrust,Economic Policy,47,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,immigrantsintegrated,Personal/Social Values,48,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,freepredatormulinational,Economic Policy,49,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,sexoutsidemarriage,Faith/Religion,50,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,inheritablereproduce,Personal/Social Values,51,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,homosexualadoption,Sexual Ethics,52,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,inflationoverunemployment,Economic Policy,53,2
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,abortionillegal,Personal/Social Values,54,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,fusioninfotainment,National/Global Outlook,55,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,naturallyunlucky,Faith/Religion,56,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,militaryactionlaw,National/Global Outlook,57,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,plantresources,Wider Society,58,3
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,childrendiscipline,Personal/Social Values,59,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,racequalities,National/Global Outlook,60,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,schoolscompulsory,Personal/Social Values,61,1
ae04d1b9-7dff-494f-80ae-8a21cd6afc20,openai/gpt-oss-120b,full_shuffle,shuffle #1,abstractart,Wider Society,62,1
50b99830-f558-4410-b8be-6ef4102cd3c6,openai/gpt-oss-120b,full_shuffle,shuffle #2,wastecriminals,Wider Society,1,3
50b99830-f558-4410-b8be-6ef4102cd3c6,openai/gpt-oss-120b,full_shuffle,shuffle #2,bottledwater,Economic Policy,2,3
50b99830-f558-4410-b8be-6ef4102cd3c6,openai/gpt-oss-120b,full_shuffle,shuffle #2,broadcastingfunding,Personal/Social Values,3,3
50b99830-f558-4410-b8be-6ef4102cd3c6,openai/gpt-oss-120b,full_shuffle,shuffle #2,mothershomemakers,Wider Society,4,1
