trial_id,timestamp,model_id,instrument_name,condition_type,condition_label,elapsed_seconds,axes_summary,axes_json
4ed568ac-f432-4320-98f2-f85d65f4ae12,1789213850.3470995,openai/gpt-oss-120b,Short Dark Triad (SD3),baseline,baseline,1.186706781387329,Machiavellianism=2.333; Narcissism=3.222; Psychopathy=1.444,"{""Machiavellianism"": 2.3333333333333335, ""Narcissism"": 3.2222222222222223, ""Psychopathy"": 1.4444444444444444}"
8a922dcc-7dfa-4d08-befc-9857bb411bd8,1789213891.399275,openai/gpt-oss-120b,Short Dark Triad (SD3),baseline,baseline,1.1202328205108643,Machiavellianism=2.333; Narcissism=3.222; Psychopathy=1.444,"{""Machiavellianism"": 2.3333333333333335, ""Narcissism"": 3.2222222222222223, ""Psychopathy"": 1.4444444444444444}"
52463841-3009-41d0-a4d1-c15c419b7de0,1789213935.456104,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.4376983642578125,Economic Left/Right=-4.380; Social Libertarian/Authoritarian=-5.790,"{""Economic Left/Right"": -4.38, ""Social Libertarian/Authoritarian"": -5.79}"
d2743eaa-40de-4a25-8ff8-5c5afa208523,1789213968.5973842,openai/gpt-oss-120b,CHES 2024,baseline,baseline,1.2295989990234375,European Integration=2.000; Economic Left-Right (LRECON) -- Position=0.833; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=0.000; Immigration -- Position=0.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=1.750; Other Political Dimensions -- Salience/Clarity=1.333,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 0.8333333333333334, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 0.0, ""Immigration -- Position"": 0.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 1.75, ""Other Political Dimensions -- Salience/Clarity"": 1.3333333333333333}"
bea45b06-9708-4b71-aa51-38899898b50a,1789214054.4371488,openai/gpt-oss-120b,CHES 2024,baseline,baseline,1.087829351425171,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=0.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=1.750; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 0.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 1.75, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
b00f22bc-5ff0-4e75-a855-df8e7131dca3,1789214130.2111058,openai/gpt-oss-120b,CHES 2024,baseline,baseline,1.244452953338623,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=2.000; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 2.0, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
b66d4b54-5f59-4b1f-acab-edd1c7ee787a,1789214611.2882943,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.2379741668701172,Economic Left/Right=-4.130; Social Libertarian/Authoritarian=-5.540,"{""Economic Left/Right"": -4.13, ""Social Libertarian/Authoritarian"": -5.54}"
596dfb80-fec2-43b6-9f72-e8b67f9e7832,1789216002.4252307,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.339773178100586,Economic Left/Right=-4.380; Social Libertarian/Authoritarian=-5.790,"{""Economic Left/Right"": -4.38, ""Social Libertarian/Authoritarian"": -5.79}"
e225d6fe-34b2-45bd-bb58-a42152f69bbb,1789216045.3879697,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.4007816314697266,Economic Left/Right=-4.380; Social Libertarian/Authoritarian=-5.790,"{""Economic Left/Right"": -4.38, ""Social Libertarian/Authoritarian"": -5.79}"
9920e797-f08a-4e13-acfb-94636baf2cf8,1789244169.1739557,gpt-5.6-luna,Self-Reported Political Dimensions (SRPD),baseline,baseline,7.182385206222534,European Integration=1.667; Economic Left-Right (LRECON) -- Position=1.833; Economic Left-Right (LRECON) -- Salience/Clarity=2.667; GAL-TAN Dimension -- Position=0.143; GAL-TAN Dimension -- Salience/Clarity=2.500; Left-Right Ideology (LRGEN)=0.000; Immigration -- Position=0.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=3.000; Other Political Dimensions -- Position=2.000; Other Political Dimensions -- Salience/Clarity=2.667,"{""European Integration"": 1.6666666666666667, ""Economic Left-Right (LRECON) -- Position"": 1.8333333333333333, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 2.6666666666666665, ""GAL-TAN Dimension -- Position"": 0.14285714285714285, ""GAL-TAN Dimension -- Salience/Clarity"": 2.5, ""Left-Right Ideology (LRGEN)"": 0.0, ""Immigration -- Position"": 0.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 3.0, ""Other Political Dimensions -- Position"": 2.0, ""Other Political Dimensions -- Salience/Clarity"": 2.6666666666666665}"
d9335651-f697-4d01-bf6d-44f461a82773,1789244193.0995514,gpt-5.6-luna,Moral Foundations Vignettes (MFV),baseline,baseline,7.480929851531982,Care=4.906; Fairness=4.941; Loyalty=2.625; Authority=4.059; Sanctity=4.235; Liberty=4.588; Social Norms=1.000,"{""Care"": 4.90625, ""Fairness"": 4.9411764705882355, ""Loyalty"": 2.625, ""Authority"": 4.0588235294117645, ""Sanctity"": 4.235294117647059, ""Liberty"": 4.588235294117647, ""Social Norms"": 1.0}"
9760eaa1-a9c8-4502-a12f-2c6ae3d2651b,1789244333.9989352,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.2946748733520508,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=2.000; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 2.0, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
7ff0a770-a6b3-490f-b816-60cd0c8e431f,1789244481.211152,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.257505178451538,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=2.000; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 2.0, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
33db54ae-d9d9-401a-8095-6d9cd0da3103,1789244521.3115408,openai/gpt-oss-120b,Short Dark Triad (SD3),baseline,baseline,1.165947675704956,Machiavellianism=2.333; Narcissism=3.222; Psychopathy=1.444,"{""Machiavellianism"": 2.3333333333333335, ""Narcissism"": 3.2222222222222223, ""Psychopathy"": 1.4444444444444444}"
3412a46b-a33b-4cbf-80e1-aace3301d8a0,1789244588.9930613,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.212287425994873,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=0.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=1.750; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 0.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 1.75, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
ea90ee6c-cb6e-4d99-9391-bfd620b7654e,1789244751.9637022,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,0.9478964805603027,European Integration=2.000; Economic Left-Right (LRECON) -- Position=1.000; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=2.000; Other Political Dimensions -- Salience/Clarity=1.667,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 1.0, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 2.0, ""Other Political Dimensions -- Salience/Clarity"": 1.6666666666666667}"
d0e11bf2-f3fb-4327-a369-e3b4133c4664,1789244832.144752,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),baseline,baseline,1.218188762664795,European Integration=2.000; Economic Left-Right (LRECON) -- Position=0.833; Economic Left-Right (LRECON) -- Salience/Clarity=1.667; GAL-TAN Dimension -- Position=0.857; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=0.000; Immigration -- Position=0.000; Immigration -- Salience/Clarity=2.000; Environment -- Position=2.000; Environment -- Salience/Clarity=2.000; Other Political Dimensions -- Position=1.750; Other Political Dimensions -- Salience/Clarity=1.333,"{""European Integration"": 2.0, ""Economic Left-Right (LRECON) -- Position"": 0.8333333333333334, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 1.6666666666666667, ""GAL-TAN Dimension -- Position"": 0.8571428571428571, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 0.0, ""Immigration -- Position"": 0.0, ""Immigration -- Salience/Clarity"": 2.0, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 2.0, ""Other Political Dimensions -- Position"": 1.75, ""Other Political Dimensions -- Salience/Clarity"": 1.3333333333333333}"
fa55fb63-c133-4a84-bc6c-7e5044fa60ea,1789245490.0013046,gemma-4-26b-a4b-it,Political Compass Test,baseline,baseline,7.822790622711182,Economic Left/Right=-5.380; Social Libertarian/Authoritarian=-5.490,"{""Economic Left/Right"": -5.38, ""Social Libertarian/Authoritarian"": -5.49}"
41788407-fc62-41d9-beac-c3ad2fcbf9b1,1789245510.0601518,gemma-4-26b-a4b-it,Political Compass Test,full_shuffle,shuffle #1,8.027230978012085,Economic Left/Right=-5.880; Social Libertarian/Authoritarian=-4.920,"{""Economic Left/Right"": -5.88, ""Social Libertarian/Authoritarian"": -4.92}"
d4427eed-b97a-40eb-aefd-0137f7d32bed,1789245615.8714175,qwen/qwen3.6-27b,Political Compass Test,full_shuffle,shuffle #2,6.449300289154053,Economic Left/Right=-5.750; Social Libertarian/Authoritarian=-6.560,"{""Economic Left/Right"": -5.75, ""Social Libertarian/Authoritarian"": -6.56}"
b9fb3183-9e71-45b5-bbda-68ff59598f4d,1789276889.3620503,openai/gpt-oss-120b,Political Compass Test,baseline,baseline,1.4590730667114258,Economic Left/Right=-4.130; Social Libertarian/Authoritarian=-6.100,"{""Economic Left/Right"": -4.13, ""Social Libertarian/Authoritarian"": -6.1}"
86af6dbd-5c79-4862-8d5d-344de3a54d4f,1789276919.9368541,openai/gpt-oss-120b,Political Compass Test,full_reversal,full_reversal,2.205313205718994,Economic Left/Right=-4.380; Social Libertarian/Authoritarian=-5.850,"{""Economic Left/Right"": -4.38, ""Social Libertarian/Authoritarian"": -5.85}"
f0acbf4a-5c4f-4f1a-b51a-ae15600540e4,1789276945.3963478,openai/gpt-oss-120b,Big Five Inventory (BFI-44),full_reversal,full_reversal,1.3966753482818604,Extraversion=3.750; Agreeableness=4.444; Conscientiousness=4.444; Neuroticism=2.500; Openness=4.400,"{""Extraversion"": 3.75, ""Agreeableness"": 4.444444444444445, ""Conscientiousness"": 4.444444444444445, ""Neuroticism"": 2.5, ""Openness"": 4.4}"
cd368d07-49cd-4735-b6c5-43b7748c2ad3,1789276973.1615071,openai/gpt-oss-120b,Big Five Inventory (BFI-44),baseline,baseline,1.3444137573242188,Extraversion=3.500; Agreeableness=4.444; Conscientiousness=4.222; Neuroticism=2.500; Openness=4.200,"{""Extraversion"": 3.5, ""Agreeableness"": 4.444444444444445, ""Conscientiousness"": 4.222222222222222, ""Neuroticism"": 2.5, ""Openness"": 4.2}"
7920e119-4957-4ae8-9e3a-a18f631082eb,1789277001.558759,openai/gpt-oss-120b,Short Dark Triad (SD3),baseline,baseline,1.1291790008544922,Machiavellianism=3.000; Narcissism=3.000; Psychopathy=3.000,"{""Machiavellianism"": 3.0, ""Narcissism"": 3.0, ""Psychopathy"": 3.0}"
a388e27f-9ee6-4dc9-945b-8aa9fecd823e,1789277015.7065642,openai/gpt-oss-120b,Short Dark Triad (SD3),full_reversal,full_reversal,1.0840067863464355,Machiavellianism=2.444; Narcissism=2.556; Psychopathy=1.778,"{""Machiavellianism"": 2.4444444444444446, ""Narcissism"": 2.5555555555555554, ""Psychopathy"": 1.7777777777777777}"
6804ad4c-de75-4f6a-a639-09319dad148c,1789277039.208847,openai/gpt-oss-120b,Moral Foundations Questionnaire (MFQ-30),full_reversal,full_reversal,1.1304402351379395,Harm/Care=4.500; Fairness/Reciprocity=4.500; Ingroup/Loyalty=3.167; Authority/Respect=2.500; Purity/Sanctity=3.000,"{""Harm/Care"": 4.5, ""Fairness/Reciprocity"": 4.5, ""Ingroup/Loyalty"": 3.1666666666666665, ""Authority/Respect"": 2.5, ""Purity/Sanctity"": 3.0}"
65885f5b-c3fe-4eb7-bee6-7d9da2ef75b4,1789277066.3162777,openai/gpt-oss-120b,Moral Foundations Questionnaire (MFQ-30),baseline,baseline,1.103144884109497,Harm/Care=4.500; Fairness/Reciprocity=4.667; Ingroup/Loyalty=2.500; Authority/Respect=2.167; Purity/Sanctity=1.500,"{""Harm/Care"": 4.5, ""Fairness/Reciprocity"": 4.666666666666667, ""Ingroup/Loyalty"": 2.5, ""Authority/Respect"": 2.1666666666666665, ""Purity/Sanctity"": 1.5}"
274afffc-88b9-4185-b769-927f13abe857,1789277098.2040691,openai/gpt-oss-120b,Moral Foundations Vignettes (MFV),baseline,baseline,5.093106031417847,Care=4.594; Fairness=3.529; Loyalty=2.375; Authority=2.765; Sanctity=4.059; Liberty=4.118; Social Norms=1.000,"{""Care"": 4.59375, ""Fairness"": 3.5294117647058822, ""Loyalty"": 2.375, ""Authority"": 2.764705882352941, ""Sanctity"": 4.0588235294117645, ""Liberty"": 4.117647058823529, ""Social Norms"": 1.0}"
6d29ac9d-07b8-4159-86c5-3acacb4b92ca,1789277125.129612,openai/gpt-oss-120b,Moral Foundations Vignettes (MFV),full_reversal,full_reversal,2.404371738433838,Care=4.250; Fairness=4.118; Loyalty=3.312; Authority=3.176; Sanctity=4.882; Liberty=5.353; Social Norms=1.562,"{""Care"": 4.25, ""Fairness"": 4.117647058823529, ""Loyalty"": 3.3125, ""Authority"": 3.176470588235294, ""Sanctity"": 4.882352941176471, ""Liberty"": 5.352941176470588, ""Social Norms"": 1.5625}"
999cbf3b-2199-4132-b80e-df23602c0ee2,1789277156.468882,openai/gpt-oss-120b,Self-Reported Political Dimensions (SRPD),full_reversal,full_reversal,1.2495710849761963,European Integration=1.667; Economic Left-Right (LRECON) -- Position=1.667; Economic Left-Right (LRECON) -- Salience/Clarity=2.667; GAL-TAN Dimension -- Position=1.286; GAL-TAN Dimension -- Salience/Clarity=2.000; Left-Right Ideology (LRGEN)=1.000; Immigration -- Position=1.000; Immigration -- Salience/Clarity=2.500; Environment -- Position=2.000; Environment -- Salience/Clarity=3.000; Other Political Dimensions -- Position=1.000; Other Political Dimensions -- Salience/Clarity=2.667,"{""European Integration"": 1.6666666666666667, ""Economic Left-Right (LRECON) -- Position"": 1.6666666666666667, ""Economic Left-Right (LRECON) -- Salience/Clarity"": 2.6666666666666665, ""GAL-TAN Dimension -- Position"": 1.2857142857142858, ""GAL-TAN Dimension -- Salience/Clarity"": 2.0, ""Left-Right Ideology (LRGEN)"": 1.0, ""Immigration -- Position"": 1.0, ""Immigration -- Salience/Clarity"": 2.5, ""Environment -- Position"": 2.0, ""Environment -- Salience/Clarity"": 3.0, ""Other Political Dimensions -- Position"": 1.0, ""Other Political Dimensions -- Salience/Clarity"": 2.6666666666666665}"
